Features,Kilowatts,Cylinder Layout,Finance Price,Mileage,Gears,Fuel Type,No of Seats,Registration Year,Colour,No of Doors,Spare Key,Fuel Consumption,Dekra,Variant,Drive,Body Type,Vehicle Service History,id,Maintenance plan,Fuel Tank Capacity,Parking bay number,Category,Price,Make,NaTIS Vehicle status,Engine Capacity,Branch,Warranty,Model,Transmission
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",430 kW,V8,R 16 470  p/m,71 202km,7,Petrol,4,2015,Silver,4,Yes,10.1 l/100km,Dekra Platinum,S 63 AMG,R,Sedan,Partial but Up to Date,DC0112579,,90 l,, A,R 885 900 ,Mercedes-Benz,,5461 cc,Germiston (GP),,S Class,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",288 kW,V6,R 17 488  p/m,74 000km,9,Petrol,4,2019,White,5,Yes,9.4 l/100km,Dekra Platinum,450 4matic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",968410283,,94 l,MID L049, A,R 941 900 ,Mercedes-Benz,,2999 cc,Midstream (GP),2024/12/05,GLE,Automatic
[],287 kW,V6,R 16 415  p/m,25 000km,9,Petrol,4,2020,White,2,Yes,9.9 l/100km,Dekra Platinum,AMG C43 4matic Cabrio,FR,Cabriolet,"Complete, Up To Date",E1D101520,2025/01/01,73 l,MID e002, A,R 882 900 ,Mercedes-Benz,,2996 cc,Midstream (GP),,C Class,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",210 kW,,R 17 470  p/m,11 000km,,Electric,5,2022,Grey,5,Yes,,Dekra Platinum,iX3,R,Sports Utility Vehicle (SUV),"Complete, Up To Date",0DD908903,2027/09/19,,MID H087, A,R 940 900 ,BMW,,,Midstream (GP),2027/09/19,iX3,Automatic
[],225 kW,V6,R 17 452  p/m,44 178km,8,Diesel,5,2018,White,5,Yes,7 l/100km,Dekra Platinum,3.0d HSE (225 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",B27408539,,86 l,, A,R 939 900 ,Land Rover,,2993 cc,Midstream (GP),,Range Rover Sport,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",190 kW,V6,R 16 397  p/m,85 000km,8,Diesel,5,2018,Grey,5, No,7.8 l/100km,Dekra Green,3.0d HSE (190 KW),FR,Sports Utility Vehicle (SUV),Partial but Up to Date,CAD913434,,86 l,, A,R 881 900 ,Land Rover,,2993 cc,Dome (GP),,Range Rover Sport,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",190 kW,V6,R 17 434  p/m,55 000km,8,Diesel,5,2021,White,5,Yes,7.1 l/100km,Dekra Platinum,3.0 TDI V6 Executive,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",5E0F13737,,90 l,MID G004, A,R 938 900 ,Volkswagen,,2967 cc,Midstream (GP),2026/05/10,Touareg,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",294 kW,I6,R 17 324  p/m,95 000km,8,Diesel,5,2019,Grey,5,Yes,6.8 l/100km,Dekra Platinum,M50d (G05),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",078B09905,2024/09/30,80 l,JBS b012, A,R 932 900 ,BMW,,2993 cc,JHB South (GP),2024/09/30,X5,Automatic
[],330 kW,V8,R 16 379  p/m,45 743km,8,Petrol,4,2019,Black,4,Yes,7.9 l/100km,Dekra Platinum,750i Individual (G11),R,Sedan,"Complete, Up To Date",296A08548,2024/03/29,78 l,GER c051, A,R 880 900 ,BMW,,4395 cc,Germiston (GP),2024/03/29,7 Series,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",316 kW,V8,R 16 252  p/m,73 337km,7,Petrol,2,2013,Silver,2,Yes,12.4 l/100km,Dekra Gold,4.2 FSI Quattro S Tronic,FR,Coupe,"Complete, Up To Date",74A205457,,75 l,, A,R 897 900,Audi,,4163 cc,Midstream (GP),,R8,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",405 kW,V8,R 17 306  p/m,50 000km,8,Petrol,5,2020,Silver,5, No,11.9 l/100km,Dekra Platinum,5.0 V8 SVR,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",61F413268,2024/11/30,66 l,, A,R 931 900 ,Jaguar,,4999 cc,JHB South (GP),2024/11/30,F-Pace,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",202 kW,V6,R 16 070  p/m,34 518km,6,Petrol,7,2019,White,5,Yes,11.3 l/100km,Dekra Platinum,Vx-L 4.0 V6 Auto,FR,Sports Utility Vehicle (SUV),Partial but Up to Date,AF3410625,,150 l,CPT e018, A,R 863 900 ,Toyota,,3956 cc,Brackenfell (WC),,Prado,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",294 kW,I5,R 16 070  p/m,38 000km,7,Petrol,5,2020,Blue,5,Yes,8.3 l/100km,Dekra Platinum,Sportback Stronic,FR,Hatchback,"Complete, Up To Date",625906232,2025/12/23,55 l,, A,R 863 900 ,Audi,,2480 cc,Midstream (GP),,RS3,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",225 kW,V6,R 17 288  p/m,60 000km,8,Diesel,5,2019,Red,5, No,7 l/100km,Dekra Platinum,3.0d SE (225 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",B44A12086,2024/01/28,86 l,GER B003, A,R 930 900 ,Land Rover,,2993 cc,Germiston (GP),,Range Rover Sport,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",405 kW,V8,R 16 252  p/m,41 000km,8,Petrol,5,2019,Red,5,Yes,11.9 l/100km,Dekra Green,5.0 V8 SVR,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",68EF03137,,66 l,, A,R 873 900 ,Jaguar,,4999 cc,Midstream (GP),,F-Pace,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",143 kW,I4,R 16 233  p/m,58 068km,9,Diesel,5,2020,Undefined,5,Yes,5 l/100km,Dekra Platinum,Coupe 220d 4matic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",E27E11729,2024/04/21,57 l,MID G073, A,R 872 900 ,Mercedes-Benz,,1950 cc,Midstream (GP),,GLC,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",190 kW,V6,R 17 161  p/m,82 000km,8,Diesel,5,2020,Black,5, No,7.8 l/100km,Dekra Platinum,3.0 TD6 HSE,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",AB1D06426,2025/09/30,85 l,, A,R 923 900 ,Land Rover,,2993 cc,Midstream (GP),,Discovery,Automatic
"['Reverse camera', 'Auto stop-start']",375 kW,V8,R 16 070  p/m,85 000km,7,Petrol,4,2017,White,2, No,8.9 l/100km,Dekra Green,AMG Coupe C63 S,R,Coupe,"Complete, Up To Date",088A00128,,66 l,Near: DOM B001 Upstairs, A,R 863 900 ,Mercedes-Benz,,3982 cc,Dome (GP),,C Class,Automatic
['Reverse camera'],151 kW,V8,R 17 143  p/m,2 000km,5,Diesel,5,2022,Beige,5,Yes,11.9 l/100km,Dekra Platinum,76 4.5d V8 Station Wagon,FR,Station Wagon,"Complete, Up To Date",C51701818,,130 l,, A,R 922 900 ,Toyota,,4461 cc,Silver Lakes (GP),2027/04/29,Land Cruiser 70 Series,Manual
['Reverse camera'],173 kW,V8,R 16 233  p/m,166 709km,6,Diesel,7,2017,White,5,Yes,10.3 l/100km,Dekra Gold,200 V8 4.5d VX Auto,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",DD2809194,,138 l,, A,R 872 900 ,Toyota,,4461 cc,Germiston (GP),,Land Cruiser,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",195 kW,I6,R 16 033  p/m,61 149km,8,Diesel,5,2019,White,5,Yes,6.8 l/100km,Dekra Green,xDrive30d M Sport (G05),FR,Sports Utility Vehicle (SUV),Complete but Due,847D13440,,80 l,, A,R 885 900,BMW,,2993 cc,Brackenfell (WC),,X5,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",146 kW,I4,R 16 215  p/m,55 000km,7,Diesel,8,2022,White,5, No,7.33 l/100km,Dekra Platinum,Kombi 2.0bitdi Trendline Plus DSG 4mot(146 KW),R,Bus,"Complete, Up To Date",EB6107439,,80 l,Near: DOM B001, A,R 871 900 ,Volkswagen,,1968 cc,Dome (GP),2024/10/21,T6.1,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",235 kW,I4,,26 000km,7,Petrol,5,2023,Blue,5, No,6.6 l/100km,Dekra Platinum,R 2.0 TSI 4M DSG (235 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",65B711891,,58 l,JBS c022, A,R 922 000 ,Volkswagen,,1984 cc,JHB South (GP),,Tiguan,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",190 kW,V6,R 15 961  p/m,81 110km,8,Diesel,5,2020,White,5,Yes,7.8 l/100km,Dekra Platinum,3.0 TD6 SE,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",4EA110049,2025/04/14,85 l,, A,R 891 900,Land Rover,,2993 cc,Germiston (GP),,Discovery,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",151 kW,V8,R 17 106  p/m,15 000km,5,Diesel,5,2022,White,5,Yes,11.9 l/100km,Dekra Platinum,76 4.5d V8 Station Wagon,FR,Station Wagon,"Complete, Up To Date",738907616,,130 l,, A,R 920 900 ,Toyota,,4461 cc,Silver Lakes (GP),,Land Cruiser 70 Series,Manual
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",132 kW,I4,R 15 870  p/m,25 000km,9,Diesel,5,2020,White,5,Yes,5.8 l/100km,Dekra Platinum,2.0d First Editition (132 KW) (D180),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",1C3A08701,2025/06/10,57 l,, A,R 877 900,Land Rover,,1999 cc,Germiston (GP),,Range Rover Evoque,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",150 kW,I4,R 16 215  p/m,71 500km,6,Diesel,7,2022,White,5,Yes,7.9 l/100km,Dekra Platinum,TX 2.8gd Auto,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",78AA01181,,150 l,, A,R 871 900 ,Toyota,,2755 cc,Dome (GP),2025/01/30,Prado,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",195 kW,I6,R 16 215  p/m,65 000km,8,Diesel,5,2019,Blue,5,Yes,6.8 l/100km,Dekra Platinum,xDrive30d M Sport (G05),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",B03F06342,2024/09/29,80 l,JBS b013, A,R 871 900 ,BMW,,2993 cc,JHB South (GP),,X5,Automatic
[],151 kW,V8,R 17 106  p/m,37 000km,5,Diesel,5,2022,Silver,4,Yes,11.9 l/100km,Dekra Platinum,79 4.5d Pick Up Double Cab,FR,Double Cab,"Complete, Up To Date",DDFC03495,,130 l,, A,R 920 900 ,Toyota,,4461 cc,Germiston (GP),2025/03/11,Land Cruiser,Manual
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",310 kW,I4,R 15 833  p/m,31 071km,8,Petrol,5,2020,Black,5, No,8.7 l/100km,Dekra Platinum,AMG A45 S 4matic,FR,Hatchback,"Complete, Up To Date",41E805162,2025/09/14,56 l,, A,R 850 900 ,Mercedes-Benz,,1991 cc,Mbombela (MP),2025/09/14,A Class,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",140 kW,I4,R 15 779  p/m,25 000km,8,Diesel,5,2021,Silver,5,Yes,5.6 l/100km,Dekra Gold,xDrive20d (G02),FR,Sports Utility Vehicle (SUV),Complete but Due,0F9505371,2026/04/30,68 l,, A,R 847 900 ,BMW,,1995 cc,Richmond (WC),2026/04/30,X4,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",257 kW,H4,R 16 197  p/m,49 284km,7,Petrol,2,2017,White,2,Yes,7.3 l/100km,Dekra Platinum,Boxster S PDK,R,Cabriolet,"Complete, Up To Date",C78C10003,,64 l,GER C017, A,R 870 900 ,Porsche,,2497 cc,Germiston (GP),,718,Automatic
[],243 kW,I6,R 17 052  p/m,51 000km,9,Diesel,5,2019,Silver,5,Yes,7.5 l/100km,Dekra Platinum,400d 4matic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",A92609625,2024/09/09,74 l,, A,R 1 052 900,Mercedes-Benz,,2925 cc,Silver Lakes (GP),,GLE,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",210 kW,V6,R 16 161  p/m,5 600km,8,Petrol,7,2023,Silver,5,Yes,10.6 l/100km,Dekra Platinum,L 3.6l Limited,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",2CBB13014,2028/09/06,87 l,, A,R 868 900 ,Jeep,,3604 cc,JHB South (GP),2028/09/06,Grand Cherokee,Automatic
['Reverse camera'],375 kW,V8,R 17 015  p/m,98 000km,8,Petrol,5,2019,Silver,5,Yes,13.7 l/100km,Dekra Platinum,Sport 5.0 V8 Super Charged HSE Dynamic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",002E08528,,105 l,RIC F002, A,R 951 900,Land Rover,,4999 cc,Richmond (WC),,Range Rover,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",,,R 15 724  p/m,33 000km,,Electric,5,2020,Undefined,5,Yes,,Dekra Platinum,First Edition (90 KW)h (294 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",8F3709805,,,, A,R 844 900 ,Jaguar,,,Silver Lakes (GP),2025/02/20,I-Pace,Automatic
"['Reverse camera', 'Auto stop-start']",245 kW,V6,R 16 161  p/m,85 000km,9,Petrol,4,2019,White,5,Yes,8.9 l/100km,Dekra Platinum,Coupe 450/43 AMG 4matic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",F82711643,,93 l,Near: DOM a001, A,R 868 900 ,Mercedes-Benz,,2996 cc,Dome (GP),,GLE,Automatic
['Reverse camera'],294 kW,I6,R 16 924  p/m,74 460km,8,Diesel,5,2019,White,5, No,6.8 l/100km,Dekra Platinum,M50d (G05),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",D7AC13952,2024/10/14,80 l,Near: DOM B001 Upstairs, A,R 910 900 ,BMW,,2993 cc,Dome (GP),2024/10/14,X5,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",190 kW,V6,R 15 670  p/m,70 000km,8,Diesel,5,2020,White,5,Yes,7.1 l/100km,Dekra Platinum,3.0 TDI V6 Executive,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",554D03181,2025/09/22,90 l,MID G007, A,R 841 900 ,Volkswagen,,2967 cc,Midstream (GP),,Touareg,Automatic
[],190 kW,V6,R 16 870  p/m,52 730km,8,Diesel,5,2018,White,5,Yes,7.8 l/100km,Dekra Platinum,Sport 3.0 TDV6 HSE,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",F2EB11076,,80 l,, A,R 907 900 ,Land Rover,,2993 cc,Silver Lakes (GP),,Range Rover,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",147 kW,I4,R 16 142  p/m,28 900km,9,Diesel,5,2022,Undefined,5,Yes,5.9 l/100km,Dekra Platinum,2.0d SE R-Dynamic (147 KW) (D200),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",A06404698,2026/10/27,65 l,, A,R 867 900 ,Land Rover,,1998 cc,JHB South (GP),,Evoque,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",195 kW,I6,R 15 651  p/m,22 010km,8,Diesel,5,2021,Grey,5,Yes,6.6 l/100km,Dekra Platinum,xDrive 30D (G01),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",874D10126,2026/12/09,68 l,GER e029, A,R 897 900,BMW,,2993 cc,Germiston (GP),2026/12/09,X3,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",183 kW,V6,R 16 833  p/m,83 514km,8,Diesel,5,2020,Grey,5,Yes,7.8 l/100km,Dekra Platinum,45TDI quattro tiptronic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",570010525,,75 l,JBS b026, A,R 905 900 ,Audi,,2967 cc,JHB South (GP),2025/06/26,Q8,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",330 kW,V8,R 16 106  p/m,25 000km,10,Petrol,4,2023,Grey,2,Yes,12.3 l/100km,Dekra Platinum,California Special 5.0 GT Auto,R,Coupe,"Complete, Up To Date",AE3910739,2029/03/24,61 l,, A,R 865 900 ,Ford,,5038 cc,Midstream (GP),2027/02/24,Mustang,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",265 kW,V6,R 16 743  p/m,57 000km,7,Petrol,5,2016,White,5, No,9.2 l/100km,Dekra Platinum,GTS,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",443011411,,65 l,, A,R 900 900 ,Porsche,,2997 cc,Midstream (GP),,Macan,Automatic
"['Reverse camera', 'Auto stop-start']",183 kW,V6,R 16 106  p/m,112 000km,8,Diesel,5,2020,Silver,5,Yes,7.8 l/100km,Dekra Green,45TDI quattro tiptronic,FR,Sports Utility Vehicle (SUV),Partial,A2E311380,,75 l,Near: RIC e008, A,R 865 900 ,Audi,,2967 cc,Richmond (WC),,Q8,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",213 kW,I4,R 15 633  p/m,12 000km,7,Petrol,5,2023,Black,5,Yes,8 l/100km,Dekra Platinum,S3 Sportback quattro S tronic,FR,Hatchback,"Complete, Up To Date",9FF907129,2027/10/31,55 l,MID e003, A,R 839 900 ,Audi,,1984 cc,Midstream (GP),,A3 Sportback,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",190 kW,V6,R 16 724  p/m,84 150km,8,Diesel,5,2019,White,5,Yes,7.8 l/100km,Dekra Platinum,3.0d HSE (190 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",4F2C11177,,86 l,Near: DOM D001, A,R 899 900 ,Land Rover,,2993 cc,Dome (GP),,Range Rover Sport,Automatic
[],243 kW,I6,R 16 724  p/m,88 000km,9,Diesel,5,2020,Black,5,Yes,7.5 l/100km,Dekra Green,400d 4matic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",B24404045,,74 l,, A,R 899 900 ,Mercedes-Benz,,2925 cc,Springfield (KZN),2025/04/30,GLE,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",173 kW,V8,R 15 615  p/m,172 000km,6,Diesel,7,2016,White,5, No,10.3 l/100km,Dekra Green,200 V8 4.5d VX Auto,FR,Sports Utility Vehicle (SUV),Partial,734511755,,138 l,, A,R 850 900,Toyota,,4461 cc,Riverhorse (KZN),,Land Cruiser,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",221 kW,V6,R 16 706  p/m,45 000km,9,Diesel,5,2018,Grey,5, No,6.55 l/100km,Dekra Platinum,3.0d HSE (D300),FR,Sports Utility Vehicle (SUV),Partial but Up to Date,4CAF13701,,66 l,, A,R 898 900 ,Land Rover,,2993 cc,Midstream (GP),,Range Rover Velar,Automatic
"['Reverse camera', 'Auto stop-start']",250 kW,V6,R 15 597  p/m,79 456km,8,Petrol,5,2018,Black,5,Yes,10.5 l/100km,Dekra Platinum,Sport 3.0 HSE (250 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",16D601014,,104 l,RIC F001, A,R 837 900 ,Land Rover,,2995 cc,Richmond (WC),,Range Rover,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",294 kW,I5,R 14 415  p/m,47 041km,7,Petrol,5,2019,Blue,4,Yes,8.3 l/100km,Dekra Green,2.5 Stronic,FR,Sedan,"Complete, Up To Date",54F405592,,55 l,Near: DOM a001, A,R 772 900 ,Audi,,2480 cc,Dome (GP),,RS3,Automatic
['Reverse camera'],173 kW,V8,,200 250km,6,Diesel,7,2017,Silver,5,Yes,10.3 l/100km,Dekra Green,200 V8 4.5d VX Auto,FR,Sports Utility Vehicle (SUV),Partial,2BB511227,,138 l,, A,R 772 000 ,Toyota,,4461 cc,Midstream (GP),,Land Cruiser,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",430 kW,V8,R 14 397  p/m,110 000km,7,Petrol,5,2018,White,5,Yes,11.8 l/100km,Dekra Green,63 S AMG,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",D77F13207,,93 l,MID g022, A,R 771 900 ,Mercedes-Benz,,5461 cc,Midstream (GP),,GLE,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",375 kW,V8,R 16 688  p/m,96 000km,8,Petrol,5,2019,White,5,Yes,13.7 l/100km,Dekra Platinum,Sport 5.0 V8 Super Charged HSE Dynamic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",012310925,,105 l,, A,R 897 900 ,Land Rover,,4999 cc,Brackenfell (WC),,Range Rover,Automatic
"['Reverse camera', 'Auto stop-start']",250 kW,I6,R 15 560  p/m,31 000km,9,Diesel,5,2019,Grey,4,Yes,5.7 l/100km,Dekra Platinum,CLS 400d 4matic,FR,Coupe,"Complete, Up To Date",64B108312,2024/05/28,57 l,, A,R 875 900,Mercedes-Benz,,2925 cc,Midstream (GP),,CLS Class,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",225 kW,V6,R 16 597  p/m,77 000km,8,Diesel,5,2019,White,5, No,7 l/100km,Dekra Platinum,3.0d HSE (225 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",111F07803,,86 l,, A,R 892 900 ,Land Rover,,2993 cc,Riverhorse (KZN),,Range Rover Sport,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",235 kW,I4,R 16 579  p/m,14 000km,7,Petrol,5,2022,Grey,5,Yes,6.6 l/100km,Dekra Platinum,R 2.0 TSI 4M DSG (235 KW),FR,Sports Utility Vehicle (SUV),Complete but Due,8C6E04257,2027/11/01,58 l,, A,R 891 900 ,Volkswagen,,1984 cc,Pietermaritzburg (KZN),2027/11/01,Tiguan,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",412 kW,V8,R 14 324  p/m,88 000km,7,Petrol,4,2017,Blue,5, No,9.5 l/100km,Dekra Green,RS 7 Sportback 4.0T FSI (412 KW),FR,Hatchback,"Complete, Up To Date",782712935,,75 l,, A,R 767 900 ,Audi,,3993 cc,Silver Lakes (GP),,A7,Automatic
[],185 kW,I4,R 15 506  p/m,62 000km,7,Petrol,5,2019,Grey,5,Yes,8.9 l/100km,Dekra Platinum,Macan,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",7A3900461,,65 l,GER I008, A,R 832 900 ,Porsche,,1984 cc,Germiston (GP),,Macan,Automatic
[],257 kW,H6,R 16 561  p/m,75 000km,7,Petrol,4,2012,Silver,2,Yes,8.2 l/100km,Dekra Gold,Carrera PDK (991),R,Coupe,Complete but Due,52EF05443,,64 l,Near: RIC D005, A,R 890 900 ,Porsche,,3436 cc,Richmond (WC),,911,Automatic
[],140 kW,I4,R 14 324  p/m,125 000km,7,Diesel,7,2019,Silver,5, No,6 l/100km,Dekra Green,V250d Avantgarde Auto,R,Multi Purpose Vehicle,Partial,749C09794,,75 l,, A,R 767 900 ,Mercedes-Benz,,2143 cc,Riverhorse (KZN),,V250,Automatic
['Reverse camera'],190 kW,V6,,68 000km,8,Diesel,5,2018,White,5,Yes,7.8 l/100km,Dekra Platinum,3.0 TD6 HSE Luxury,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",C88706961,2024/12/18,85 l,, A,R 832 000 ,Land Rover,,2993 cc,Dome (GP),,Discovery,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",225 kW,I4,R 15 470  p/m,30 000km,7,Petrol,5,2022,Silver,4,Yes,7.3 l/100km,Dekra Platinum,AMG A35 4matic (4dr),FR,Sedan,"Complete, Up To Date",EA7405149,2027/07/28,48 l,, A,R 830 900 ,Mercedes-Benz,,1991 cc,Midstream (GP),,A Class Sedan,Automatic
[],177 kW,I4,R 14 324  p/m,65 871km,8,Diesel,5,2019,White,5, No,5.8 l/100km,Dekra Platinum,2.0d (D240),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",A55604482,2023/12/30,60 l,SIL B008, A,R 767 900 ,Land Rover,,1999 cc,Silver Lakes (GP),2023/12/30,Range Rover Velar,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",155 kW,V6,R 14 306  p/m,142 000km,7,Diesel,7,2015,White,5, No,9.9 l/100km,Dekra Green,G350 Bluetec,FR,Sports Utility Vehicle (SUV),Partial,3F0C13149,,100 l,Near: DOM B001 Upstairs, A,R 766 900 ,Mercedes-Benz,,2987 cc,Dome (GP),,G Class,Automatic
[],132 kW,I4,R 15 415  p/m,25 912km,9,Diesel,5,2020,Undefined,5,Yes,5.8 l/100km,Dekra Platinum,2.0d First Editition (132 KW) (D180),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",E09801064,2025/06/02,57 l,, A,R 827 900 ,Land Rover,,1999 cc,Dome (GP),2025/06/02,Range Rover Evoque,Automatic
[],177 kW,I4,R 14 287  p/m,59 000km,8,Diesel,5,2020,Silver,5,Yes,6.4 l/100km,Dekra Platinum,2.0d SE,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",A0D707286,2025/05/28,77 l,Near: DOM D001, A,R 765 900 ,Land Rover,,1998 cc,Dome (GP),2025/05/28,Discovery,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",288 kW,V6,R 14 960  p/m,110 310km,9,Petrol,4,2019,White,5, No,9.4 l/100km,Dekra Gold,450 4matic,FR,Sports Utility Vehicle (SUV),Partial,E09008197,,94 l,, A,R 802 900 ,Mercedes-Benz,,2999 cc,Midstream (GP),,GLE,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",250 kW,V6,,90 000km,8,Petrol,5,2018,Black,5,Yes,10.65 l/100km,Dekra Green,Sport 3.0 V6 Super Charged SE,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",BE2102535,,105 l,, A,R 825 000 ,Land Rover,,2995 cc,Midstream (GP),,Range Rover,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",190 kW,V6,R 14 906  p/m,125 000km,8,Diesel,5,2020,White,5, No,7.8 l/100km,Dekra Gold,3.0 TD6 HSE,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",F1A210352,,85 l,MID M056, A,R 799 900 ,Land Rover,,2993 cc,Midstream (GP),,Discovery,Automatic
"['Reverse camera', 'Auto stop-start']",230 kW,I6,R 14 269  p/m,86 000km,8,Diesel,4,2019,Blue,5,Yes,6.2 l/100km,Dekra Platinum,xDrive40d M Sport (F16),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",FCDC03764,,85 l,GER e030, A,R 764 900 ,BMW,,2993 cc,Germiston (GP),,X6,Automatic
"['Reverse camera', 'Auto stop-start']",140 kW,I4,R 14 869  p/m,37 000km,7,Diesel,5,2022,Grey,5,Yes,6.2 l/100km,Dekra Platinum,Sportback 40 TDI Quattro S Line Stronic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",715D04553,2027/07/31,65 l,, A,R 797 900 ,Audi,,1968 cc,Springfield (KZN),2025/07/31,Q5,Automatic
